ID,CV method
21108,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21113,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21124,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21129,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21136,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21137,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21139,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21153,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21157,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21162,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21166,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21171,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21181,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21193,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21203,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21234,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21237,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21243,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21249,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21269,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21296,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21327,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21330,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21333,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21340,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21345,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21364,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21366,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21385,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21387,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21391,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21413,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21425,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21450,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21452,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21491,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21502,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21514,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21532,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21543,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21573,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21578,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21580,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21588,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21608,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21612,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21616,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21618,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21623,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21632,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21650,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21652,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21676,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21678,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21681,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21693,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21703,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21708,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21712,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21717,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21720,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21721,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21731,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21734,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21753,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21758,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21759,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21761,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21766,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21797,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21800,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21801,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21810,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21834,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21841,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21847,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21850,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21871,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21879,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21880,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21881,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21882,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21888,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21903,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21906,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21930,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21934,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21938,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21940,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21951,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21952,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21972,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21975,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21994,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21995,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
21997,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22003,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22005,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22007,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22008,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22012,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22025,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22032,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22037,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22066,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22068,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22074,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22076,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22087,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22095,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22111,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22142,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22153,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22157,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22162,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22167,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22186,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22195,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22196,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22198,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22242,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22251,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22255,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22280,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22287,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22293,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22296,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22305,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22306,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22315,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22319,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22332,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22343,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22346,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22358,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22360,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22370,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22377,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22393,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22401,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22409,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22429,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22433,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22436,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22463,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22503,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22509,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22527,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22543,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22544,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22580,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22599,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22615,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22618,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22622,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22623,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22624,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22626,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22646,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22651,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22673,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22680,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22683,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22692,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22711,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22721,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22746,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22751,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22756,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22758,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22779,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22793,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22820,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22828,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22843,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22845,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22865,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22874,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22878,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22880,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22881,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22895,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22903,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22908,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22930,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22942,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22946,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22951,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22954,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22978,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22979,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
22984,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23003,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23006,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23008,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23026,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23041,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23045,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23047,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23052,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23054,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23056,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23068,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23076,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23082,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23090,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23111,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23114,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23128,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23140,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23141,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23164,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23165,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23171,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23183,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23187,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23192,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23203,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23209,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23229,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23250,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23262,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23268,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23277,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23282,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23289,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23296,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23301,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23302,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23311,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23322,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23327,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23349,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23352,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23367,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23368,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23374,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23385,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23403,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23418,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23420,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23423,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23435,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23438,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23439,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23443,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23444,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23445,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23452,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23453,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23472,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23484,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23485,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23487,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23492,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23494,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23501,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23504,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23526,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23535,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23544,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23553,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23572,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23575,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23584,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23592,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23600,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23601,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23606,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23617,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23618,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23629,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23644,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23655,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23656,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23668,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23669,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23687,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23712,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23714,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23720,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23726,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23739,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23758,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23760,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23788,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23794,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23799,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23806,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23818,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23829,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23836,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23839,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23846,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23864,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23872,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23875,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23877,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23885,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23912,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23917,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23933,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23954,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23956,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23960,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23963,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23964,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23965,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23982,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
23992,"Image segmentation methods (U-Net, Mask R-CNN, etc)"
7,"Object detection methods (YOLOv6, RetinaNet, etc)"
11,"Object detection methods (YOLOv6, RetinaNet, etc)"
14,"Object detection methods (YOLOv6, RetinaNet, etc)"
19,"Object detection methods (YOLOv6, RetinaNet, etc)"
23,"Object detection methods (YOLOv6, RetinaNet, etc)"
30,"Object detection methods (YOLOv6, RetinaNet, etc)"
34,"Object detection methods (YOLOv6, RetinaNet, etc)"
41,"Object detection methods (YOLOv6, RetinaNet, etc)"
42,"Object detection methods (YOLOv6, RetinaNet, etc)"
43,"Object detection methods (YOLOv6, RetinaNet, etc)"
52,"Object detection methods (YOLOv6, RetinaNet, etc)"
67,"Object detection methods (YOLOv6, RetinaNet, etc)"
77,"Object detection methods (YOLOv6, RetinaNet, etc)"
80,"Object detection methods (YOLOv6, RetinaNet, etc)"
81,"Object detection methods (YOLOv6, RetinaNet, etc)"
86,"Object detection methods (YOLOv6, RetinaNet, etc)"
102,"Object detection methods (YOLOv6, RetinaNet, etc)"
105,"Object detection methods (YOLOv6, RetinaNet, etc)"
108,"Object detection methods (YOLOv6, RetinaNet, etc)"
114,"Object detection methods (YOLOv6, RetinaNet, etc)"
123,"Object detection methods (YOLOv6, RetinaNet, etc)"
131,"Object detection methods (YOLOv6, RetinaNet, etc)"
133,"Object detection methods (YOLOv6, RetinaNet, etc)"
150,"Object detection methods (YOLOv6, RetinaNet, etc)"
151,"Object detection methods (YOLOv6, RetinaNet, etc)"
152,"Object detection methods (YOLOv6, RetinaNet, etc)"
155,"Object detection methods (YOLOv6, RetinaNet, etc)"
167,"Object detection methods (YOLOv6, RetinaNet, etc)"
194,"Object detection methods (YOLOv6, RetinaNet, etc)"
200,"Object detection methods (YOLOv6, RetinaNet, etc)"
222,"Object detection methods (YOLOv6, RetinaNet, etc)"
228,"Object detection methods (YOLOv6, RetinaNet, etc)"
239,"Object detection methods (YOLOv6, RetinaNet, etc)"
252,"Object detection methods (YOLOv6, RetinaNet, etc)"
258,"Object detection methods (YOLOv6, RetinaNet, etc)"
267,"Object detection methods (YOLOv6, RetinaNet, etc)"
271,"Object detection methods (YOLOv6, RetinaNet, etc)"
288,"Object detection methods (YOLOv6, RetinaNet, etc)"
307,"Object detection methods (YOLOv6, RetinaNet, etc)"
328,"Object detection methods (YOLOv6, RetinaNet, etc)"
330,"Object detection methods (YOLOv6, RetinaNet, etc)"
338,"Object detection methods (YOLOv6, RetinaNet, etc)"
347,"Object detection methods (YOLOv6, RetinaNet, etc)"
369,"Object detection methods (YOLOv6, RetinaNet, etc)"
378,"Object detection methods (YOLOv6, RetinaNet, etc)"
382,"Object detection methods (YOLOv6, RetinaNet, etc)"
383,"Object detection methods (YOLOv6, RetinaNet, etc)"
384,"Object detection methods (YOLOv6, RetinaNet, etc)"
387,"Object detection methods (YOLOv6, RetinaNet, etc)"
393,"Object detection methods (YOLOv6, RetinaNet, etc)"
394,"Object detection methods (YOLOv6, RetinaNet, etc)"
399,"Object detection methods (YOLOv6, RetinaNet, etc)"
402,"Object detection methods (YOLOv6, RetinaNet, etc)"
415,"Object detection methods (YOLOv6, RetinaNet, etc)"
420,"Object detection methods (YOLOv6, RetinaNet, etc)"
424,"Object detection methods (YOLOv6, RetinaNet, etc)"
430,"Object detection methods (YOLOv6, RetinaNet, etc)"
446,"Object detection methods (YOLOv6, RetinaNet, etc)"
447,"Object detection methods (YOLOv6, RetinaNet, etc)"
449,"Object detection methods (YOLOv6, RetinaNet, etc)"
465,"Object detection methods (YOLOv6, RetinaNet, etc)"
470,"Object detection methods (YOLOv6, RetinaNet, etc)"
479,"Object detection methods (YOLOv6, RetinaNet, etc)"
489,"Object detection methods (YOLOv6, RetinaNet, etc)"
505,"Object detection methods (YOLOv6, RetinaNet, etc)"
507,"Object detection methods (YOLOv6, RetinaNet, etc)"
519,"Object detection methods (YOLOv6, RetinaNet, etc)"
534,"Object detection methods (YOLOv6, RetinaNet, etc)"
554,"Object detection methods (YOLOv6, RetinaNet, etc)"
558,"Object detection methods (YOLOv6, RetinaNet, etc)"
568,"Object detection methods (YOLOv6, RetinaNet, etc)"
585,"Object detection methods (YOLOv6, RetinaNet, etc)"
598,"Object detection methods (YOLOv6, RetinaNet, etc)"
609,"Object detection methods (YOLOv6, RetinaNet, etc)"
612,"Object detection methods (YOLOv6, RetinaNet, etc)"
622,"Object detection methods (YOLOv6, RetinaNet, etc)"
632,"Object detection methods (YOLOv6, RetinaNet, etc)"
633,"Object detection methods (YOLOv6, RetinaNet, etc)"
636,"Object detection methods (YOLOv6, RetinaNet, etc)"
641,"Object detection methods (YOLOv6, RetinaNet, etc)"
643,"Object detection methods (YOLOv6, RetinaNet, etc)"
685,"Object detection methods (YOLOv6, RetinaNet, etc)"
701,"Object detection methods (YOLOv6, RetinaNet, etc)"
705,"Object detection methods (YOLOv6, RetinaNet, etc)"
711,"Object detection methods (YOLOv6, RetinaNet, etc)"
714,"Object detection methods (YOLOv6, RetinaNet, etc)"
726,"Object detection methods (YOLOv6, RetinaNet, etc)"
767,"Object detection methods (YOLOv6, RetinaNet, etc)"
772,"Object detection methods (YOLOv6, RetinaNet, etc)"
773,"Object detection methods (YOLOv6, RetinaNet, etc)"
790,"Object detection methods (YOLOv6, RetinaNet, etc)"
806,"Object detection methods (YOLOv6, RetinaNet, etc)"
811,"Object detection methods (YOLOv6, RetinaNet, etc)"
819,"Object detection methods (YOLOv6, RetinaNet, etc)"
824,"Object detection methods (YOLOv6, RetinaNet, etc)"
836,"Object detection methods (YOLOv6, RetinaNet, etc)"
847,"Object detection methods (YOLOv6, RetinaNet, etc)"
848,"Object detection methods (YOLOv6, RetinaNet, etc)"
851,"Object detection methods (YOLOv6, RetinaNet, etc)"
866,"Object detection methods (YOLOv6, RetinaNet, etc)"
875,"Object detection methods (YOLOv6, RetinaNet, etc)"
886,"Object detection methods (YOLOv6, RetinaNet, etc)"
892,"Object detection methods (YOLOv6, RetinaNet, etc)"
893,"Object detection methods (YOLOv6, RetinaNet, etc)"
897,"Object detection methods (YOLOv6, RetinaNet, etc)"
936,"Object detection methods (YOLOv6, RetinaNet, etc)"
945,"Object detection methods (YOLOv6, RetinaNet, etc)"
961,"Object detection methods (YOLOv6, RetinaNet, etc)"
962,"Object detection methods (YOLOv6, RetinaNet, etc)"
971,"Object detection methods (YOLOv6, RetinaNet, etc)"
981,"Object detection methods (YOLOv6, RetinaNet, etc)"
1013,"Object detection methods (YOLOv6, RetinaNet, etc)"
1023,"Object detection methods (YOLOv6, RetinaNet, etc)"
1036,"Object detection methods (YOLOv6, RetinaNet, etc)"
1045,"Object detection methods (YOLOv6, RetinaNet, etc)"
1050,"Object detection methods (YOLOv6, RetinaNet, etc)"
1054,"Object detection methods (YOLOv6, RetinaNet, etc)"
1055,"Object detection methods (YOLOv6, RetinaNet, etc)"
1060,"Object detection methods (YOLOv6, RetinaNet, etc)"
1081,"Object detection methods (YOLOv6, RetinaNet, etc)"
1090,"Object detection methods (YOLOv6, RetinaNet, etc)"
1091,"Object detection methods (YOLOv6, RetinaNet, etc)"
1101,"Object detection methods (YOLOv6, RetinaNet, etc)"
1106,"Object detection methods (YOLOv6, RetinaNet, etc)"
1125,"Object detection methods (YOLOv6, RetinaNet, etc)"
1129,"Object detection methods (YOLOv6, RetinaNet, etc)"
1132,"Object detection methods (YOLOv6, RetinaNet, etc)"
1144,"Object detection methods (YOLOv6, RetinaNet, etc)"
1148,"Object detection methods (YOLOv6, RetinaNet, etc)"
1156,"Object detection methods (YOLOv6, RetinaNet, etc)"
1160,"Object detection methods (YOLOv6, RetinaNet, etc)"
1161,"Object detection methods (YOLOv6, RetinaNet, etc)"
1173,"Object detection methods (YOLOv6, RetinaNet, etc)"
1176,"Object detection methods (YOLOv6, RetinaNet, etc)"
1182,"Object detection methods (YOLOv6, RetinaNet, etc)"
1186,"Object detection methods (YOLOv6, RetinaNet, etc)"
1203,"Object detection methods (YOLOv6, RetinaNet, etc)"
1213,"Object detection methods (YOLOv6, RetinaNet, etc)"
1215,"Object detection methods (YOLOv6, RetinaNet, etc)"
